user_id,TM_DayTrip_Freq,tier_status,ADT,city,travel_time_mins,age_grp,TM_gaming_trip,TM_gaming_day,TM_gaming_day_weekday,TM_gaming_day_weekend,TM_hourplayed,TM_hourplayed_TG,TM_hourplayed_ETG,TM_hourplayed_SLOT,TM_twin,TM_twin_TG,TM_twin_ETG,TM_twin_SLOT,TM_avgbet,TM_avgbet_TG,TM_avgbet_ETG,TM_avgbet_SLOT,L12M_gaming_trip,L12M_gaming_day,L12M_gaming_day_weekday,L12M_gaming_day_Fri,L12M_gaming_day_Sat,L12M_gaming_day_Sun,L12M_hourplayed,L12M_hourplayed_TG,L12M_hourplayed_ETG,L12M_hourplayed_SLOT,L12M_twin,L12M_twin_TG,L12M_twin_ETG,L12M_twin_SLOT,L12M_avgbet,L12M_avgbet_TG,L12M_avgbet_ETG,L12M_avgbet_SLOT,L12M_roomnight,L24M_gaming_trip,L24M_gaming_day,L24M_gaming_day_weekday,L24M_gaming_day_Fri,L24M_gaming_day_Sat,L24M_gaming_day_Sun,L24M_hourplayed,L24M_hourplayed_TG,L24M_hourplayed_ETG,L24M_hourplayed_SLOT,L24M_twin,L24M_twin_TG,L24M_twin_ETG,L24M_twin_SLOT,L24M_avgbet,L24M_avgbet_TG,L24M_avgbet_ETG,L24M_avgbet_SLOT,L24M_room_night,trip_twin,trip_bet,trip_gaming_day,trip_hour_played,dest_active_flag,log_ADT,log_avg_bet,twin_per_day,hours_per_day,days_per_trip,trips_per_month,hours_per_trip,pct_ETG,pct_SLOT,pct_TG,pct_weekday,pct_weekend,cluster_hdbscan,is_noise,hdbscan_confidence,cluster_fuzzy,fuzzy_confidence,umap_x,umap_y,ADT_old,ADT_recent,gaming_day_old,gaming_day_recent,hourplayed_old,hourplayed_recent,roomnight_old,roomnight_recent,migration_label,delta_ADT,delta_twin,delta_gaming_days,delta_hours,delta_roomnight,adt_ratio,persona_id,margin_tier,P_DOWNGRADE,P_STABLE,P_UPGRADE,pms_raw,pms_score,pms_bucket,pms_action_eligible,queue_score,host_lane
A34168,1,Prime,163,Makati_BGC,48.6,31 - 40,1,1,1,0,0.317,0.317,0.0,0.0,729,729,0,0,1094,1094,0,0,3,4,3,1,0,0,7,6,0,0,15233,13573,15,0,1067,1094,248,0,1,6,7,5,1,1,0,7.883,6.94,0.111,0.0,17340,15679,15,0,1255,1304,248,0,5,714,1094,1,0,1,5.099866427824199,6.97354301952014,3808.25,1.75,1.3333333333333333,0.25,2.333333333333333,0.0009847042604871,0.0,0.8910260618394276,0.75,0.25,1,0,0.7405001402807956,5.0,0.1669854593817479,14.94595,3.7275052,702.3333333333334,3808.25,3,4,0.883,7,4,1,UPGRADE,3105.9166666666665,13126,1,6.117,-3,5.422282866635026,1,MEDIUM,1.4513916710621322e-84,0.0003814876405864957,0.9996185123594135,0.9996185123594135,98.5907222548444,HIGH,True,59.45431890661446,GROWTH
A45237,2,Prime,334,Others,0.0,Above 60,1,2,2,0,2.239,2.239,0.0,0.0,5745,5745,0,0,1094,1094,0,0,4,4,3,0,0,1,9,9,0,0,21607,21607,0,0,1054,1054,0,0,1,5,5,3,0,1,1,10.071,10.071,0.0,0.0,22703,22703,0,0,946,946,0,0,1,5745,1094,2,2,1,5.814130531825066,6.961296045910167,5401.75,2.25,1.0,0.3333333333333333,2.25,0.0,0.0,1.0,0.75,0.25,1,0,0.696867231775401,5.0,0.1669348466941252,14.509538,3.5384088,1096.0,5401.75,1,4,1.0709999999999997,9,0,1,UPGRADE,4305.75,20511,3,7.929,1,4.92860401459854,1,MEDIUM,4.3189049750252595e-76,0.00042646875714226343,0.9995735312428576,0.9995735312428576,98.56136230182032,HIGH,True,59.43668944046505,GROWTH
A3366,1,Premium,331,Makati_BGC,43.8,51 - 60,1,1,0,1,2.39,2.39,0.0,0.0,3616,3616,0,0,2094,2094,0,0,30,47,23,8,8,8,75,75,0,0,224012,224012,0,0,3865,3865,0,0,5,34,51,26,8,8,9,80.194,80.194,0.0,0.0,229427,229427,0,0,3719,3719,0,0,5,3616,2085,1,2,1,5.805134968916488,8.259975659768276,4766.212765957447,1.5957446808510638,1.5666666666666669,2.5,2.5,0.0,0.0,1.0,0.4893617021276595,0.5106382978723404,1,0,0.6681466682904674,5.0,0.1670811716769454,14.211395,5.192592,1353.75,4766.212765957447,4,47,5.194000000000003,75,0,5,UPGRADE,3412.462765957447,218597,43,69.806,5,3.520748118897468,1,MEDIUM,5.232105795493093e-51,0.0004415107121247777,0.9995584892878752,0.9995584892878752,98.53200234879624,HIGH,True,59.4190689560641,GROWTH
A46120,1,Elite,433,QC,267.0,31 - 40,2,2,1,1,3.691,3.691,0.0,0.0,11046,11046,0,0,547,547,0,0,8,10,7,2,0,1,23,23,0,0,61439,61439,0,0,493,493,0,0,2,9,11,8,2,0,1,23.201,23.201,0.0,0.0,62810,62810,0,0,494,494,0,0,2,5511,262,1,1,1,6.073044534100405,6.202535517187923,6143.9,2.3,1.25,0.6666666666666666,2.875,0.0,0.0,1.0,0.7,0.3,1,0,0.7346025216976679,5.0,0.1669076294303677,14.060617,3.9225879,1371.0,6143.9,1,10,0.2010000000000005,23,0,2,UPGRADE,4772.9,60068,9,22.799,2,4.481327498176514,1,MEDIUM,2.78914754279337e-68,0.0004687117997975614,0.9995312882002023,0.9995312882002023,98.50264239577217,HIGH,True,59.40144482392336,GROWTH
A2297,9,Premium,274,Makati_BGC,46.2,51 - 60,6,9,8,1,19.862,19.364,0.041,0.007,38540,37885,15,0,2434,2485,510,15,25,27,21,5,1,0,48,36,1,0,94286,73236,1050,0,1247,1352,1961,15,1,32,34,23,7,3,1,51.544,38.656,0.876,0.245,99669,76642,1050,117,1239,1341,1874,39,3,6415,394,1,3,1,5.616771097666572,7.129297548929373,3492.074074074074,1.7777777777777777,1.08,2.083333333333333,1.92,0.0111363298899094,0.0,0.7767431007784825,0.7777777777777778,0.2222222222222222,1,0,0.7235963702516661,5.0,0.167056967420594,14.721153,3.729511,769.0,3492.074074074074,7,27,3.543999999999997,48,2,1,UPGRADE,2723.074074074074,88903,20,44.456,-1,4.54105861388046,1,MEDIUM,7.489235379974795e-69,0.0004763664332118054,0.9995236335667881,0.9995236335667881,98.47328244274809,HIGH,True,59.38382655571888,GROWTH
A50588,3,Elite,237,Makati_BGC,52.2,51 - 60,3,3,3,0,2.17,0.0,2.17,0.0,1385,0,1385,0,436,0,436,0,21,36,30,4,0,2,50,45,2,0,121410,114574,1225,0,524,525,547,0,3,26,41,33,5,0,3,54.692,47.871,3.604,0.0,125544,118183,1750,0,530,536,485,0,4,452,131,1,0,1,5.472270673671475,6.263398262591624,3372.5,1.3888888888888888,1.7142857142857142,1.75,2.380952380952381,0.010089778436702,0.0,0.9436949180462896,0.8333333333333334,0.1666666666666666,1,0,0.6909906646675914,5.0,0.1669339577556537,14.274623,3.235058,826.8,3372.5,5,36,4.692,50,1,3,UPGRADE,2545.7,117276,31,45.308,2,4.078979196903726,1,MEDIUM,1.43115452973547e-60,0.0005619609813522655,0.9994380390186476,0.9994380390186476,98.44392248972402,HIGH,True,59.36618490554,GROWTH
A4824,12,Premium,128,Makati_BGC,75.6,Above 60,6,12,7,5,2.004,1.691,0.313,0.0,3253,3209,44,0,930,1062,218,0,64,111,62,16,14,19,98,77,21,0,223431,209348,13355,0,873,838,989,0,18,109,173,85,28,27,33,121.131,90.107,30.51,0.0,258312,240482,17102,0,878,894,821,0,26,539,146,2,0,1,4.859812404361672,6.773080375655535,2012.891891891892,0.8828828828828829,1.734375,5.333333333333333,1.53125,0.0597723682031589,0.0,0.9369693551924309,0.5585585585585585,0.4414414414414414,1,0,0.6605441641320974,5.0,0.1669375934549936,13.556779,5.210882,562.5967741935484,2012.8918918918919,62,111,23.131,98,8,18,UPGRADE,1450.2951176983433,188550,49,74.869,10,3.577858928852306,1,MEDIUM,1.922554303114574e-51,0.0005938792038028975,0.9994061207961972,0.9994061207961972,98.41456253669995,HIGH,True,59.348559358258825,GROWTH
A43912,3,Elite,185,QC,184.8,51 - 60,2,3,3,0,5.263,5.263,0.0,0.0,10629,10629,0,0,2221,2221,0,0,10,10,7,1,0,2,9,9,0,0,22733,22733,0,0,2286,2286,0,0,4,14,14,11,1,0,2,10.539,10.539,0.0,0.0,24476,24476,0,0,2139,2139,0,0,10,5307,1108,1,2,1,5.225746673713202,7.734996194022781,2273.3,0.9,1.0,0.8333333333333334,0.9,0.0,0.0,1.0,0.7,0.3,1,0,0.8667606181270414,5.0,0.1670083510090209,15.6533165,4.488088,435.75,2273.3,4,10,1.5389999999999997,9,6,4,UPGRADE,1837.5500000000002,20990,6,7.461,-2,5.216982214572576,1,MEDIUM,2.0359350788905363e-80,0.0007248550606446112,0.9992751449393554,0.9992751449393554,98.38520258367586,HIGH,True,59.330904093687316,GROWTH
A42305,5,Elite,343,Makati_BGC,50.4,Above 60,4,5,2,3,8.78,8.78,0.0,0.0,19800,19800,0,0,1399,1399,0,0,25,36,4,6,10,16,66,66,0,0,177284,177284,0,0,1655,1655,0,0,2,27,40,7,7,10,16,70.2,70.2,0.0,0.0,182760,182760,0,0,1621,1621,0,0,2,4943,335,1,2,1,5.840641657373398,7.412160334945205,4924.555555555556,1.8333333333333333,1.44,2.083333333333333,2.64,0.0,0.0,1.0,0.1111111111111111,0.8888888888888888,1,0,0.6983143159209281,2.0,0.1668553083661937,13.593579,7.5694013,1369.0,4924.555555555556,4,36,4.200000000000003,66,0,2,UPGRADE,3555.5555555555557,171808,32,61.8,2,3.5971917863809755,1,MEDIUM,3.1204886694209546e-52,0.0007489056633492565,0.9992510943366508,0.9992510943366508,98.3558426306518,HIGH,True,59.31328090669207,GROWTH
A53769,7,Elite,98,Mandaluyong_Pasig,75.0,21 - 30,3,7,5,2,12.099,9.449,0.058,0.0,19053,15445,15,0,1219,1263,365,0,24,26,7,0,16,3,12,11,0,1,35400,33847,0,1554,2278,2500,0,28,5,26,28,7,0,17,4,12.363,11.282,0.013,1.068,35997,34444,0,1554,2232,2443,15,28,5,6342,394,2,4,1,4.59511985013459,7.731492029245684,1361.5384615384614,0.4615384615384615,1.0833333333333333,2.0,0.5,0.0,0.0438983050847457,0.9561299435028248,0.2692307692307692,0.7307692307692307,1,0,0.914559908994494,2.0,0.1669593851716406,15.213859,7.462422,298.5,1361.5384615384614,2,26,0.36299999999999955,12,0,5,UPGRADE,1063.0384615384614,34803,24,11.637,5,4.561267877850792,1,MEDIUM,1.5071648141158358e-68,0.000888317572321621,0.9991116824276784,0.9991116824276784,98.32648267762771,HIGH,True,59.29562311130493,GROWTH
A49976,2,Prime,246,Pasay,224.4,51 - 60,1,2,0,2,3.6,0.0,0.0,3.6,4139,0,0,4139,29,0,0,29,6,7,6,1,0,0,11,9,1,0,25606,23351,1181,138,1529,1702,563,55,10,8,10,9,1,0,0,12.836,9.777,2.549,0.192,27877,24926,1633,382,1441,1726,437,64,16,4126,15,2,3,1,5.5093883366279774,7.333023014386481,3658.0,1.5714285714285714,1.1666666666666667,0.5,1.8333333333333333,0.0461220026556275,0.0053893618683121,0.9119347028040304,0.8571428571428571,0.1428571428571428,1,0,0.7877438081378736,5.0,0.1669659426512582,14.981526,3.473442,757.0,3658.0,3,7,1.8360000000000003,11,6,10,UPGRADE,2901.0,23335,4,9.164,4,4.83223249669749,1,MEDIUM,8.60855232010572e-74,0.0009492993288406044,0.9990507006711594,0.9990507006711594,98.29712272460364,HIGH,True,59.27798884496353,GROWTH
A35342,1,Elite,295,Mandaluyong_Pasig,75.0,31 - 40,1,1,1,0,0.42,0.42,0.0,0.0,1184,1184,0,0,2187,2187,0,0,18,21,15,3,1,2,44,44,0,0,93252,93252,0,0,513,513,0,0,3,26,31,24,4,1,2,52.932,52.932,0.0,0.0,103568,103568,0,0,527,527,0,0,5,1181,2187,1,0,1,5.69035945432406,6.2422232654551655,4440.571428571428,2.095238095238096,1.1666666666666667,1.5,2.4444444444444446,0.0,0.0,1.0,0.7142857142857143,0.2857142857142857,1,0,0.8825923830943663,5.0,0.1669855149904182,14.250789,3.9309788,1031.6,4440.571428571428,10,21,8.932000000000002,44,2,3,UPGRADE,3408.9714285714285,82936,11,35.068,1,4.304547720600454,1,MEDIUM,1.3911850602762627e-64,0.0010580198404928794,0.9989419801595071,0.9989419801595071,98.26776277157957,HIGH,True,59.26034025699559,GROWTH
A40484,4,Supreme,1954,Makati_BGC,57.6,51 - 60,3,4,2,2,9.804,0.0,0.0,9.804,45171,0,0,45171,72,0,0,72,45,73,38,9,13,13,364,0,1,277,2528257,0,1633,1834697,101,0,1655,90,15,50,80,43,9,15,13,384.52,0.0,1.006,297.142,2593314,0,1633,1899754,99,0,1655,88,19,15047,15,1,3,1,7.578145472419466,4.624972813284271,34633.65753424657,4.986301369863014,1.6222222222222222,3.75,8.088888888888889,0.0006458995268281,0.7256766222737641,0.0,0.5205479452054794,0.4794520547945205,5,0,0.0,3.0,0.1668075638639032,4.597886,4.8115487,9293.857142857143,34633.65753424657,7,73,20.519999999999982,364,4,15,UPGRADE,25339.800391389428,2463200,66,343.48,11,3.726510640511029,5,HIGH,6.93559951699115e-63,8.978746237723228e-07,0.9999991021253761,1.1499989674441824,100.0,HIGH,True,60.299999730637616,GROWTH
